names,scores,logfoldchanges,pvals,pvals_adj,comparison,ref_group,target_group
Tmsb10,24.415625,5.25796,1.1672092919066828e-131,2.5937984264592953e-129,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Igfbp7,23.835506,7.5498953,1.431542772546668e-125,2.202373496225643e-123,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rps27,20.568064,1.9236231,5.304263947310227e-94,4.080203036392482e-92,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Gng11,20.40157,4.1195683,1.619353555577394e-92,1.1995211522795512e-90,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rps27a,19.285778,1.97098,7.07183733206208e-83,4.4198983325388e-81,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Bsg,19.272938,3.878714,9.064136202851302e-83,5.49341588051594e-81,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rpl9,18.898115,1.8087455,1.1820036644866581e-79,6.5666870249258785e-78,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rps7,18.718288,2.1066222,3.5126330246846346e-78,1.8487542235182288e-76,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Fau,18.33126,1.8132548,4.659859627044962e-75,2.2731022570951033e-73,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Itm2a,18.090761,8.243934,3.768485483427568e-73,1.7945168968702704e-71,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rps4x,18.00328,1.9425888,1.836123685553479e-72,8.54011016536502e-71,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ifitm3,17.479883,4.7829986,2.039154889605785e-68,8.67725484938632e-67,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rps23,17.080015,1.570255,2.090618921644623e-65,8.710912173519262e-64,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cldn5,17.009962,9.000651,6.928332378595105e-65,2.8278907667735123e-63,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rps6,16.87486,2.352604,6.888628043982406e-64,2.7554512175929622e-62,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Car4,16.656092,8.477016,2.7331243597471277e-62,1.0718134744106384e-60,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Klf2,16.416016,7.3473544,1.469018633994741e-60,5.650071669210542e-59,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ftl1,16.34723,1.2797769,4.5519940736713997e-60,1.7177336127061886e-58,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Junb,16.241056,3.9327302,2.584368325881324e-59,9.571734540301201e-58,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rpl3,15.976077,1.5665987,1.875869933526983e-57,6.699535476882082e-56,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Egfl7,15.580584,7.7996335,9.86506174278341e-55,3.4614251729064593e-53,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Esam,15.557585,8.611467,1.4133301997028183e-54,4.873552412768338e-53,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Flt1,15.489153,8.916116,4.106674047810545e-54,1.3920928975628967e-52,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Col4a1,15.3755,5.5448737,2.38993553583077e-53,7.966451786102567e-52,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Pglyrp1,15.359908,7.84545,3.040046863640294e-53,9.967366766033751e-52,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Serpinh1,15.254368,2.3072233,1.53978597956502e-52,4.967051546983936e-51,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cxcl12,15.163008,7.408585,6.215619346906216e-52,1.9423810459081926e-50,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ier2,15.155601,4.623037,6.957661488499185e-52,2.1408189195382107e-50,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ly6c1,15.030025,7.61516,4.6683265961311e-51,1.4146444230700303e-49,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rps29,15.017325,1.539921,5.654318212496218e-51,1.687856182834692e-49,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ramp2,14.890339,3.6384118,3.808336411972431e-50,1.1200989446977738e-48,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rpl36a,14.873407,1.6877528,4.905189864433288e-50,1.4217941636038515e-48,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Pltp,14.719824,4.306059,4.809112929532107e-49,1.3546796984597484e-47,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Anxa3,14.70127,10.388567,6.326232312436227e-49,1.7572867534545078e-47,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rpl11,14.56878,1.4743237,4.437446763704241e-48,1.2157388393710248e-46,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rpl35,14.495339,1.9812756,1.296600976370409e-47,3.504326963163267e-46,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ly6e,14.48257,6.167297,1.561477017892386e-47,4.1639387143796965e-46,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Vim,14.4813,3.4423883,1.5905966619352806e-47,4.1857806893033704e-46,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
H2-D1,14.3756895,2.8268318,7.353410577371965e-47,1.9099767733433677e-45,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rgs5,14.173075,5.621306,1.3448073734842863e-45,3.4045756290741425e-44,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Eng,14.114167,7.900028,3.106649078098623e-45,7.670738464441044e-44,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ebf1,13.775183,8.778007,3.594727192740241e-43,8.661993235518654e-42,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Vwa1,13.77222,3.1589286,3.745266822302897e-43,8.917301957864041e-42,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ctsh,13.642693,6.5886846,2.231646079943729e-42,5.250931952808774e-41,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Tpm4,13.604315,4.465972,3.774897552080413e-42,8.778831516466077e-41,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Gpx1,13.568618,2.5961058,6.14706494179418e-42,1.4131183774239495e-40,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slc9a3r2,13.558105,5.2166505,7.094468421763648e-42,1.6123791867644655e-40,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ctla2a,13.519375,8.304571,1.2019311130937897e-41,2.7009687934691905e-40,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cd34,13.380817,7.038377,7.828119801326729e-41,1.720465890401479e-39,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rpl27,13.363463,1.6264906,9.88558712534174e-41,2.1490406794221174e-39,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ifitm2,13.3437805,3.08153,1.2876122175339496e-40,2.7690585323310742e-39,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Tm4sf1,13.075979,7.960187,4.51711445003014e-39,9.218600918428856e-38,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Hspb1,13.032239,7.3384457,8.021869781744867e-39,1.6205797538878519e-37,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slc22a8,13.018553,7.1513605,9.597287720421683e-39,1.919457544084336e-37,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Arl4a,12.967123,4.082044,1.879537418026541e-38,3.7218562733198827e-37,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
B2m,12.868144,2.167373,6.801723099012144e-38,1.3336711958847343e-36,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Kdr,12.8125515,7.3321247,1.3947153629065765e-37,2.7081851706923816e-36,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Fcgrt,12.775161,3.1507127,2.25680007069917e-37,4.340000135959942e-36,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ablim1,12.717171,3.814785,4.7474228018833e-37,9.042710098825334e-36,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Jun,12.570077,2.5555193,3.0842225531825946e-36,5.764901968565597e-35,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Tpm1,12.532617,3.142604,4.950235184898455e-36,9.167102194256398e-35,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slco1a4,12.427569,8.489518,1.8517862454916604e-35,3.3365517936786672e-34,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slc7a5,12.414518,3.2459667,2.179947134949453e-35,3.892762740981166e-34,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Pcp4l1,12.396246,5.2703605,2.7385432693449466e-35,4.846979237778666e-34,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slc7a1,12.371131,6.1410313,3.7450956764793607e-35,6.570343292069053e-34,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Fn1,12.243933,6.602364,1.8104306840350218e-34,3.148575102669603e-33,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ly6a,12.102695,7.8792367,1.0219987868609658e-33,1.732201333662654e-32,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Tagln2,12.065093,7.046131,1.614801612693574e-33,2.713952290241301e-32,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Isyna1,11.952921,6.0683327,6.268259150017355e-33,1.0447098583362258e-31,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cnn2,11.577887,7.6087823,5.33450013347641e-31,8.467460529327634e-30,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
S100a11,11.330756,5.849984,9.240369947350239e-30,1.4215953765154213e-28,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Crip1,11.254494,5.170353,2.2008725134202712e-29,3.360110707511864e-28,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Nfkbia,11.243417,2.585272,2.495322107528235e-29,3.780791072012477e-28,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ptprb,11.07008,7.75494,1.7524372903903817e-28,2.5771136623387964e-27,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Id1,11.040591,2.448014,2.434267059402109e-28,3.52792327449581e-27,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Dusp1,10.86154,3.0336363,1.757607692830776e-27,2.528931932130613e-26,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Anxa2,10.779562,5.218222,4.299258855135941e-27,6.141798364479915e-26,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Fam101b,10.768486,6.17258,4.849073282988895e-27,6.878118131899143e-26,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rpl23a,10.686862,0.9406339,1.1727175853087723e-26,1.640164454977304e-25,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Emcn,10.683617,28.361467,1.2144585499817332e-26,1.6867479860857407e-25,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Wfdc1,10.639524,4.8166385,1.9512326040988794e-26,2.6913553159984545e-25,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Foxq1,10.534196,28.233204,6.00948387528628e-26,8.176168537804464e-25,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ahnak,10.430066,4.532318,1.807619818460429e-25,2.442729484405985e-24,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Pecam1,10.369113,5.626345,3.4269199091841636e-25,4.5998924955492135e-24,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cald1,10.347454,4.7226205,4.297607579821847e-25,5.7301434397624626e-24,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Mpzl1,10.274296,2.5246625,9.201392393659938e-25,1.2027963913280964e-23,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slc6a6,10.239586,4.2653832,1.3179902982715297e-24,1.7116757120409478e-23,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ptrf,10.170942,5.2901692,2.6730913928873e-24,3.44915018437071e-23,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cdkn1c,10.150484,7.3148046,3.297253694136758e-24,4.200323177244278e-23,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Hmcn1,10.131012,8.71072,4.024610409555569e-24,5.0944435563994544e-23,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Srgn,10.083322,7.334523,6.547449314182631e-24,8.235785300858655e-23,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Abcb1a,10.055949,8.562742,8.648415344370975e-24,1.0743373098597484e-22,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Tns1,9.918874,3.2181666,3.4462296290952955e-23,4.2027190598723112e-22,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Klf4,9.698833,5.2294264,3.04964721492386e-22,3.674273752920313e-21,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Gimap6,9.602324,7.9727182,7.816210956277268e-22,9.360731684164393e-21,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Abcg2,9.54137,6.6790795,1.4095779235039762e-21,1.6780689565523527e-20,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Fxyd5,9.45389,8.041268,3.2646694293724645e-21,3.840787563967605e-20,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Epas1,9.387646,1.4977739,6.135656838618754e-21,7.134484696068319e-20,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Tmem204,9.345245,4.4609904,9.167629715513076e-21,1.0598415856084481e-19,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Nostrin,9.264115,27.822548,1.967012180440002e-20,2.2609335407356345e-19,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
9430020K01Rik,9.175507,6.0867195,4.494557787074021e-20,5.136637470941738e-19,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Lsr,9.158293,8.300787,5.2724745841040856e-20,5.991448391027371e-19,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Igf1r,9.149545,2.284061,5.717389093129262e-20,6.460326658903122e-19,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cd93,9.08323,8.261478,1.0540002209622818e-19,1.184269911193575e-18,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Arhgap31,9.03568,2.2792163,1.6298587103302105e-19,1.821071184726492e-18,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cdh5,9.012963,8.593802,2.005620757964352e-19,2.22846750884928e-18,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Podxl,8.994904,6.333533,2.3644063932894094e-19,2.598248783834516e-18,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Hes1,8.983051,1.9388542,2.633603476620448e-19,2.8782551657054077e-18,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Heg1,8.978959,4.223068,2.73340059018324e-19,2.9710875980252607e-18,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Arhgap29,8.968518,5.0988803,3.005304296600316e-19,3.2489776179462875e-18,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rbpms,8.689006,5.9781394,3.6562476642138595e-18,3.931449101305225e-17,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Apod,8.661916,6.25599,4.639028408067313e-18,4.935136604326929e-17,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Lims2,8.639975,6.829835,5.622540667617587e-18,5.949778484251415e-17,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slco1c1,8.616342,1.6450273,6.912758089329476e-18,7.27658746245208e-17,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Utrn,8.548051,2.7533147,1.2518500300385539e-17,1.3108377277890615e-16,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Myl9,8.421769,4.824258,3.708415050917945e-17,3.8035026163260973e-16,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Sept4,8.388753,1.2407534,4.9132793837475047e-17,5.013550391579087e-16,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cd59a,8.355877,2.7073014,6.494836412186772e-17,6.560440820390678e-16,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slc38a5,8.218166,28.01288,2.066374616475008e-16,2.0560941457462765e-15,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Nid1,8.201588,4.579035,2.372322432210258e-16,2.3372634800101063e-15,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Flna,8.162645,4.245112,3.2776592160566257e-16,3.1977163083479277e-15,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Acvrl1,8.068746,27.682482,7.102409679592977e-16,6.862231574485969e-15,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slc2a1,8.011884,1.6405302,1.1296469267368923e-15,1.0861989680162427e-14,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Vtn,7.9911423,7.393901,1.336939291303203e-15,1.2793677428738785e-14,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Palmd,7.8538556,6.8132057,4.03438846151369e-15,3.8060268504846133e-14,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cav1,7.743448,4.444873,9.675671653058464e-15,9.085137702402313e-14,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
C130074G19Rik,7.6678905,8.418783,1.7484824434333493e-14,1.626495296217069e-13,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Prom1,7.6396003,4.2026978,2.1789675846161458e-14,2.0175625783482832e-13,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Higd1b,7.570675,8.03118,3.712902949947489e-14,3.406332981603201e-13,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Tshz2,7.565172,2.283803,3.873514489270052e-14,3.5374561545845223e-13,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
4930523C07Rik,7.5452776,3.53696,4.5132549945981665e-14,4.0932474833212876e-13,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Btg2,7.524536,2.8432162,5.290775543621222e-14,4.766464453712812e-13,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cyr61,7.476281,2.4705968,7.645521980995339e-14,6.856970386542905e-13,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Sox17,7.4710608,27.637278,7.955093754321004e-14,7.102762280643753e-13,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ndufa4l2,7.4686623,7.170157,8.101429078126408e-14,7.201270291667919e-13,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ndrg1,7.3441443,4.4611816,2.0707947355536419e-13,1.824488753791755e-12,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Anxa5,7.294196,1.3303026,3.0044728446649877e-13,2.6125850823173805e-12,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Sox4,7.29208,1.9792659,3.052063325105465e-13,2.6424790693553806e-12,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Bcam,7.2105966,4.547039,5.570728573522751e-13,4.8023522185540954e-12,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Icam2,7.1920424,7.268494,6.38292252927503e-13,5.478903458605176e-12,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Bgn,7.189432,5.1385407,6.506138433315701e-13,5.560802079757009e-12,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Itih5,6.8433223,2.1438277,7.73772941887613e-12,6.502293629307673e-11,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Igf2,6.8201823,7.3718705,9.092494761827885e-12,7.577078968189904e-11,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cdkn1a,6.8175015,2.1730037,9.263735059029423e-12,7.687746936953878e-11,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
AU021092,6.7239547,27.282625,1.7685750693495564e-11,1.4616322887186418e-10,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Sema3c,6.6991215,8.6176,2.096759865448295e-11,1.7257282843195843e-10,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Akap12,6.690374,7.2307777,2.2260145239754102e-11,1.8246020688323036e-10,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Nes,6.6804967,4.477474,2.3813339635725632e-11,1.9439460927122966e-10,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Mgp,6.6755586,7.757497,2.4629233182473106e-11,2.0023766815018785e-10,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Tinagl1,6.623212,8.550179,3.51477012809979e-11,2.8231085366263374e-10,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Kitl,6.617991,4.8045135,3.641128035049943e-11,2.912902428039954e-10,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ccnd1,6.587091,3.28739,4.485273473666516e-11,3.573923086586865e-10,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Sgms1,6.553933,2.3817449,5.6040992244690396e-11,4.44769779719765e-10,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Egr1,6.523386,3.5112672,6.873768886236779e-11,5.433809396234608e-10,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cgnl1,6.463208,6.070457,1.0250605094124511e-10,8.039690269901576e-10,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Degs2,6.4251122,27.410109,1.3177227482884147e-10,1.0214905025491586e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Wwtr1,6.381302,2.0877948,1.755889365560004e-10,1.355899123984559e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rbp1,6.373259,3.1298587,1.8505268294599193e-10,1.4234821765076301e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Tek,6.3504014,27.014828,2.1475353390658581e-10,1.6456209494757532e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Hmgcs2,6.343911,3.136697,2.240040250996635e-10,1.7099543900737671e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Col1a2,6.325498,3.700714,2.524170598168137e-10,1.919521367428241e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ier3,6.2910705,4.5196447,3.1528405382851377e-10,2.379502293045387e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slc16a1,6.262569,1.6867803,3.786861653755626e-10,2.847264401320019e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rnaset2a,6.2517753,1.0513257,4.0581339789091295e-10,3.039800733265265e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Fos,6.2196755,2.5977685,4.981835396574431e-10,3.7177876093839032e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
F11r,6.1829906,5.5999355,6.289846667939061e-10,4.676465924118261e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ccdc141,6.178687,1.274807,6.463683888877733e-10,4.7702464124558915e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Atp6v1f,6.1547713,0.71032435,7.518592178736635e-10,5.528376602012232e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Apold1,6.1110315,6.041836,9.898930930072022e-10,7.2254970292496505e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Nupr1,6.0619297,3.190455,1.34497943167132e-09,9.781668593973236e-09,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Sdpr,5.988348,6.281552,2.11983199559883e-09,1.5250589896394457e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Lef1,5.9352956,5.64796,2.9331646049143756e-09,2.0951175749388395e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Sarnp,5.931839,1.11884,2.995606947280793e-09,2.1321045888119522e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Net1,5.9063005,5.489531,3.4987592998851363e-09,2.4813895743866216e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Paqr5,5.9021378,26.881924,3.588208985229732e-09,2.535836738678256e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Lamb2,5.8754,1.6474053,4.218231022286346e-09,2.9705852269622158e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Frmd4b,5.8475337,3.25534,4.989150506686387e-09,3.501158250306237e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Sgk1,5.838856,4.668025,5.25604175773778e-09,3.6755536767397066e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Rapgef4,5.7866507,4.3679194,7.180377197469966e-09,5.003747175937259e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Isg15,5.7819943,4.286638,7.382021978657428e-09,5.1264041518454366e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ppp1r14a,5.7089767,4.2045307,1.1365736208438835e-08,7.865561389923069e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Mal,5.683791,2.2077649,1.3174118375026564e-08,9.085598879328665e-08,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Lgals1,5.620721,2.1188688,1.9016220914523037e-08,1.3024808845563725e-07,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Col3a1,5.348969,7.3572125,8.84566615584103e-08,6.017459969959885e-07,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Id3,5.3216667,0.58635974,1.0282072621287107e-07,6.970896692398039e-07,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Uaca,5.2939415,6.0032263,1.1970779630413348e-07,8.088364615144155e-07,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Zfp36l1,5.283994,0.9331707,1.2639731568409911e-07,8.511603749770985e-07,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ptprg,5.272495,1.7001683,1.345816919606105e-07,9.032328319504061e-07,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Acta2,5.2297425,29.14459,1.6974630708946102e-07,1.1354268032739869e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Dcn,5.1725984,6.534606,2.3086084087918816e-07,1.5390722725279211e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Nid2,5.139864,5.58137,2.749373686531308e-07,1.8268263697882445e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Nbl1,5.126178,1.6559494,2.956836180052449e-07,1.95170704953957e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Foxc1,5.0803213,26.737549,3.767970632686835e-07,2.470800414876613e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Cmtm6,4.952911,1.6511229,7.311137110005987e-07,4.747491629874018e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Smtn,4.944939,6.122054,7.616764285526088e-07,4.929944521376109e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slco2b1,4.912981,5.391141,8.970205827870207e-07,5.787229566367876e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Tagln,4.911217,6.906025,9.051280187898712e-07,5.802102684550456e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Pdlim2,4.9069138,3.3763041,9.252073532841024e-07,5.911868072102891e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Ece1,4.825642,1.1841074,1.3955294404287641e-06,8.810838145500409e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Edn3,4.825501,6.8488097,1.3965178460618148e-06,8.810838145500409e-06,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Gja4,4.781479,27.314236,1.740103077207645e-06,1.0909737161176458e-05,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Slc6a13,4.781479,27.869902,1.740103077207645e-06,1.0909737161176458e-05,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
Zic1,4.7754116,1.9765621,1.793399652051828e-06,1.1208747825323923e-05,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
H2-K1,4.7743535,0.9523224,1.8028548086191638e-06,1.1232740240617843e-05,astrocyte_vs_endothelial cell,astrocyte,endothelial cell
