names,scores,logfoldchanges,pvals,pvals_adj,comparison,ref_group,target_group
Palmd,0.044711933,0.89834934,0.9643369217206088,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lingo2,0.044711933,1.2625794,0.9643369217206088,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cpne9,0.044711933,0.7751029,0.9643369217206088,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kcnc2,0.044711933,0.9166764,0.9643369217206088,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ptpn22,0.044711933,0.9862664,0.9643369217206088,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Mgp,0.044711933,0.9569776,0.9643369217206088,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Fam189a1,0.044711933,0.9414401,0.9643369217206088,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Scml4,0.044711933,0.6077334,0.9643369217206088,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pde7b,0.044711933,0.8696397,0.9643369217206088,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ptprn2,0.044536248,0.5227301,0.9644769588877762,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Satb2,0.044536248,-0.016455445,0.9644769588877762,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ankle1,0.044536248,0.7731265,0.9644769588877762,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Mtap7d3,0.044536248,0.5054009,0.9644769588877762,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ptar1,0.04128607,0.4744677,0.967067839579112,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Sst,0.04111038,0.21150097,0.9672078973343546,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Srrm4,0.04111038,0.49350798,0.9672078973343546,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Scn4b,0.040407643,-0.021554036,0.9677681384278674,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
S100a4,0.039265685,0.5620038,0.9686785640127942,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Bccip,0.038914315,-0.2000417,0.9689587032301672,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Prox1,0.038387258,0.37177113,0.9693789192275636,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gpr158,0.038211573,0.25158253,0.9695189931217847,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Sag,0.03680609,0.22620636,0.9706396177654776,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lipt2,0.035927664,-0.010200286,0.9713400377469149,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lars2,0.03575198,-0.20513758,0.9714801244131333,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Sntg1,0.02081872,0.9282378,0.9833902649821342,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Mns1,0.02081872,0.9165251,0.9833902649821342,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Neurod6,0.020643035,-0.020183792,0.9835304115288303,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Sorcs3,0.020643035,0.06463649,0.9835304115288303,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kit,0.020467348,0.24794123,0.9836705585837939,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ccdc60,0.020467348,-0.090642326,0.9836705585837939,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cacna1c,0.020467348,-0.1155469,0.9836705585837939,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
2810417H13Rik,0.020467348,-0.103739165,0.9836705585837939,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Mmp28,0.020467348,-0.29186186,0.9836705585837939,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Adarb2,0.020467348,0.27182132,0.9836705585837939,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
2610020H08Rik,0.020467348,0.1899614,0.9836705585837939,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Apold1,0.020467348,0.09450525,0.9836705585837939,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Dqx1,0.020291664,-0.72984284,0.9838107061427012,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Nts,0.020291664,-0.22698238,0.9838107061427012,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Asxl3,0.020291664,-0.01835405,0.9838107061427012,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Dcc,0.020291664,-0.17706515,0.9838107061427012,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ston2,0.016953642,0.69205457,0.9864735997601737,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Mdga1,0.016953642,0.12907957,0.9864735997601737,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Immp2l,0.016426584,-0.026109766,0.9868940711843497,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Grm7,0.016075214,-0.31894797,0.9871743874967558,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Nefm,0.013264247,0.063560255,0.9894169720895136,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Zfp407,0.012561506,-0.18553498,0.9899776319949468,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Xrcc5,0.010101911,0.10232831,0.9919399788224664,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lars,0.009047798,-0.13194071,0.9927810002238407,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Dph5,0.008959956,-0.33460194,0.9928510857155777,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Mal,0.00052705617,-0.3302397,0.9995794700231183,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Akap14,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Alb,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Aldh1a2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cd163l1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cd209a,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Rem1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Rhbg,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kctd16,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gpc3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gpr137c,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Sele,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Sema3g,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
F13a1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Il13ra2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Il17f,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kif11,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kcnmb1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Il18r1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Il1rapl2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Il20rb,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Siah3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Siglec1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Serpina3g,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cabp2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Fabp4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Fam110c,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ccr2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ccr9,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cd160,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kif23,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kif24,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kif4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kirrel,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Klf12,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Rerg,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ret,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cd209f,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cd209g,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cd226,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Enpp6,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kcnj13,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kcnj6,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kcnj8,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gabrr1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Fam180a,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Sh2d2a,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
C1qtnf7,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Skor1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Hs6st3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gm10863,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gm11190,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gm11747,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kif14,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Rad54b,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ptk6,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ptpn20,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cd8b1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cd28,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cd36,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cd3g,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pzp,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ube2u,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Trh,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Adcy4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Adh1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Tgm5,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Klk6,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Kntc1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
L3mbtl4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ppp1r17,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Prdm13,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Prg4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cdh26,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cdhr3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cdh1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cdh18,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Prokr2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Polq,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pou2af1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ppef2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lhb,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Hus1b,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Hydin,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Fanca,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Foxc1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Foxc2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Alpk3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Als2cr12,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Tfap2b,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cenpi,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cerkl,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ces1d,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cfi,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Tnnc2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Tll1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slc5a7,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slc6a12,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slc17a8,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slc1a7,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slc22a2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slc22a6,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Bub1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Bub1b,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Plbd1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Egflam,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lcn2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gm12253,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gm12295,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gm13154,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gm15987,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Adamts6,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Adamts7,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ttc29,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Acss3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ldoc1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lepr,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Xkr7,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pkp3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pla1a,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pla2r1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Bmp6,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Bmx,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slc38a11,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Fbn1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Fbxl13,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Fbxl7,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Hist1h3h,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Hmmr,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Hp,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Hs3st5,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Fbxo43,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Edar,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Xcl1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cngb1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cnn1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pde5a,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Des,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pdf,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Chrm2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Chst5,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Chsy3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ciita,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ckap2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ckap2l,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pf4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Phox2b,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pi16,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pln,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pklr,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Depdc1b,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Degs2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lmod1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lmod3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Eda2r,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Mmp9,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slc6a13,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slc6a4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
D930020B18Rik,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Bhmt,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Atp6v0d2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
BC039966,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slco5a1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slfn3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Slit3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Clic5,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ano5,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lrp2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Mpzl2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cntn3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cntnap3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Cntnap5c,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Zbbx,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pax2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pcdha2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Pcdhga9,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Mgl2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lhcgr,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lhx1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lhx4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Dmc1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gata3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
AU019990,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
E2f8,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ebf2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ect2l,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lrg1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Lrguk,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Il2ra,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Snai1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Fcna,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Tdrd1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Tead2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Tead4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Tek,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Tex11,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Tex16,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Tfap2a,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ephx3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ltbp4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ltf,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Erg,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Grid2ip,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Esco2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Fgfbp1,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Hes3,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Asmt,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Aspm,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Esrrb,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Itga2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Itgal,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Atp1a4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ly6c2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Ly6d,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Nt5c1a,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Rufy4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Col6a6,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
S100a9,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Vdr,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Acta2,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Adam12,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gm2897,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gm4070,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gm4952,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gja4,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
Gja6,0.0,0.0,1.0,1.0,astrocyte_vs_microglial cell,astrocyte,microglial cell
